Text,Family,Evidence,TopCorrect,AnyCorrect,Groundings,,,,,,,,,,,,,,,,
VEGFR2,,VEGF inhibits tumor cell invasion and mesenchymal transition through a MET/VEGFR2 complex.,,,UP/P52583/Vascular endothelial growth factor receptor 2/0.85361,UP/Q5GIT4/Vascular endothelial growth factor receptor 2/0.85361,UP/P35968/Vascular endothelial growth factor receptor 2/0.85361,UP/P35918/Vascular endothelial growth factor receptor 2/0.85361,UP/O08775/Vascular endothelial growth factor receptor 2/0.85361,NCIT/C52172/KDR/0.70732,NCIT/C28496/vascular endothelial growth factor receptor-2/0.70727,HGNC/6307/kinase insert domain receptor/0.56098,,,,,,,,,
monoamine transporter,,"Additionally, using pharmacological blockers of SERT and the vesicular monoamine transporter (VMAT), we have identified a role for ongoing 5-HT release and SERT activity in efficient human platelet ag",,,NCIT/C105072/synaptic vesicular amine transporter/0.70732,UP/Q27963/Synaptic vesicular amine transporter/0.56098,UP/Q05940/Synaptic vesicular amine transporter/0.56098,UP/Q8BRU6/Synaptic vesicular amine transporter/0.56098,UP/Q01827/Synaptic vesicular amine transporter/0.56098,,,,,,,,,,,,
P53 protein,,"Cantharidin markedly weakened miR-214 expression level, activated p53 protein expression, and suppressed the Bcl-2/Bax signaling pathway in Tca8113 cells.",,,NCIT/C17387/tumor protein-p53/0.70582,,,,,,,,,,,,,,,,
LOOP,,"The transmembrane dispositions of these enzymes are predicted and the catalytic sites are tentatively located in the 2nd and 3rd extracellular loops, thus suggesting that the type 2 PAPs may act as ec",0,0,,,,,,,,,,,,,,,,,
delta,,"In 99 consecutive patients with stable coronary artery disease (CAD) and without diabetes mellitus who were seen twice in our outpatient clinic (4-6 months apart) in 1998, Delta-HbA1c (follow-up HbA1c",,,NCIT/C102472/YY1/0.70379,NCIT/C106586/delta-like protein-1/0.70379,HGNC/9543/proteasome subunit beta 6/0.55745,HGNC/12856/YY1 transcription factor/0.55745,,,,,,,,,,,,,
Aldehyde dehydrogenase,,"Human aldehyde dehydrogenase genes, ALDH7 and ALDH8: genomic organization and gene structure comparison.",,,UP/P45959/Aldehyde dehydrogenase/0.85366,FA/00143/aldehyde dehydrogenase family/0.85366,NCIT/C118481/aldehyde dehydrogenase/0.85366,BE/ALDH/ALDH/0.85217,UP/etc/None/0.12195,,,,,,,,,,,,
DATUM,,These data imply that a genetic variant harbored within the TCF7L2 locus impairs glucose tolerance through effects on glucagon as well as on insulin secretion.,0,0,,,,,,,,,,,,,,,,,
ENDOGEN,,"Glutathione peroxidase (GPx) is one of the first endogenous antioxidant defense enzymes, and it works cooperatively with superoxide dismutase (SOD) and catalase (CAT) to detoxify free radicals from th",0,0,,,,,,,,,,,,,,,,,
E-3,,"We demonstrate here that, in human monocyte-derived DCs, the RING-CH ubiquitin E3 ligase, membrane-associated RING-CH I (MARCH I), promotes the ubiquitination of the HLA-DR beta-chain.",0,0,,,,,,,,,,,,,,,,,
ENDPOINT,,"After the follow up of 24 months, 33 patients reached the endpoint.",0,0,,,,,,,,,,,,,,,,,
PAI-039,,"We utilized PAI-039, a specific small molecule inhibitor of PAI-1, to investigate the role of PAI-1 in protecting endothelial integrity.",,,MESH/C488103/tiplaxtinin/0.56098,,,,,,,,,,,,,,,,
GENOTYPES,,The frequency of septic shock among septic patients with 593T GPx1 and 47C SOD2 alleles (N=122) was higher when compared with septic patients carrying other settings of genotypes (N=174) (78% vs. 66%;,0,0,,,,,,,,,,,,,,,,,
CONTUSION,,"Nineteen contused brain tissue biopsies were obtained from 19 patients undergoing surgery for brain contusions 3 h-17 d after trauma, and samples of control group were from three patients in the pathw",0,0,,,,,,,,,,,,,,,,,
INDICATOR,,These data support the view that PCT levels may be a better indicator than CRP levels in the early diagnosis of septic complications in patients with multiple trauma.,0,0,,,,,,,,,,,,,,,,,
protease,,"In contrast, pretreatment of cells with inhibitors of lysosomal proteases and nonproteasomal cysteine proteases had very little effect on the stability of the proteins.",,,BE/Protease/Protease/1.0,UP/P03252/Protease/0.85366,UP/P30202/Protease/0.85366,NCIT/C16965/protease/0.85366,UP/etc/None/0.12195,,,,,,,,,,,,
HEMOGLOBIN,,"After adjustment for demographics, baseline EF, hypertension, diabetes, cardiovascular disease, body mass index, systolic blood pressure, hemoglobin and markers of mineral metabolism, participants wit",0,0,,,,,,,,,,,,,,,,,
epitope,,"These studies indicate conservation of epitopes of alpha-gustducin in humans and rats, and suggest that this G protein is associated with taste transduction in both rats and humans.",,,CHEBI/53000/epitope/0.85366,,,,,,,,,,,,,,,,
egfr,,"In this study, EGFR tyrosine kinase inhibitor-sensitive mutations, EGFR exons 18, 19, and 21 mutations, were detected by sequencing in a total of 293 Chinese cervical squamous cell carcinoma tissue sa",,,HGNC/3236/epidermal growth factor receptor/0.85366,NCIT/C51744/EGFR/0.85366,UP/P0CY46/Epidermal growth factor receptor/0.85013,UP/P04412/Epidermal growth factor receptor/0.85013,GO/0005006/epidermal growth factor-activated receptor activity/0.70732,NCIT/C17068/epidermal growth factor receptor/0.70732,NCIT/C18436/soluble ERBB-1 protein/0.70732,,,,,,,,,,
dendrite,,MHC class II stabilization at the surface of human dendritic cells is the result of maturation-dependent MARCH I down-regulation.,,,UP/SL-0283/Dendrite/0.85366,GO/0030425/dendrite/0.85366,,,,,,,,,,,,,,,
TLR4,,Polymorphism of the TLR4 gene reduces the risk of hepatitis C virus-induced hepatocellular carcinoma.,,,HGNC/11850/toll like receptor 4/0.85366,NCIT/C52241/TLR4/0.85366,NCIT/C30105/toll-like receptor-4/0.70732,,,,,,,,,,,,,,
CXC-R2,,"Surprisingly, CXCR2 expression was low in 4TLM cells demonstrating that liver metastatic cells might be resistant to the anti-tumoral effects of CXCR2 antagonists.",,,HGNC/6027/C-X-C motif chemokine receptor 2/0.85366,UP/P25025/C-X-C chemokine receptor type 2/0.85361,UP/P35343/C-X-C chemokine receptor type 2/0.85361,NCIT/C26289/interleukin-8 receptor beta/0.70727,,,,,,,,,,,,,
enzyme,,"The transmembrane dispositions of these enzymes are predicted and the catalytic sites are tentatively located in the 2nd and 3rd extracellular loops, thus suggesting that the type 2 PAPs may act as ec",,,NCIT/C16554/enzyme/0.85366,GO/0003824/catalytic activity/0.70732,,,,,,,,,,,,,,,
REGION,,"The transactivation ability of PPARγ was inhibited by NR0B1 in lung adenocarcinoma, and the N-terminal region of NR0B1 containing LxxLL motifs mediated its inhibition.",0,0,,,,,,,,,,,,,,,,,
monocyte,,Monocyte HLA-DR and neutrophil CD64 expression in critically ill infants are related to age and infection.,,,BTO/0000876/monocyte/0.85366,CO/0000576/monocyte/0.85366,CO/0001054/CD14-positive monocyte/0.41463,,,,,,,,,,,,,,
purinergic receptor,,Associations between depression severity and purinergic receptor P2RX7 gene polymorphisms.,,,GO/0035586/purinergic receptor activity/0.85366,NCIT/C17077/purinergic receptor/0.85366,NCIT/C112488/P2Y purinoceptor 2/0.70732,UP/P51575/P2X purinoceptor 1/0.56098,UP/P51576/P2X purinoceptor 1/0.56098,UP/etc/None/0.12195,,,,,,,,,,,
YAP,,"Interestingly, we show that overexpression of a mutated form of TEAD1 (Y421H) implicated in Sveinsson's chorioretinal atrophy that strongly reduces its interaction with YAP as well as its activation, ",,,CVCL/8467/YAP/0.85366,,,,,,,,,,,,,,,,
CHAIN,,"Conjugation of ubiquitin chains to RIP1 facilitated assembly of the RIG-I complex, resulting in enhanced phosphorylation of IRF3.",0,0,,,,,,,,,,,,,,,,,
X-LINKED-GENE,,SOX3 is an X-linked gene related to SRY.,0,0,,,,,,,,,,,,,,,,,
PATIENT,,"Furthermore, 139 chronic Q fever patients and 220 controls were genotyped for TLR10 N241H, I775V and I369L.",0,0,,,,,,,,,,,,,,,,,
BRCA1,,"In addition, loss of BRCA1 expression was also related to poor tumor differentiation and lymph node metastasis.",,,HGNC/1100/BRCA1, DNA repair associated/0.85366,NCIT/C52060/BRCA1/0.85366,NCIT/C17815/BRCA1 protein/0.70732,,,,,,,,,,,,,
INK4B,,The current meta-analysis confirms and reinforces existing findings that p15 (INK4b) and p16 (INK4a) promoter methylation may be closely implicated in the pathogenesis of MM.,,,NCIT/C49512/CDKN2B/0.70582,HGNC/1788/cyclin dependent kinase inhibitor 2B/0.55948,,,,,,,,,,,,,,,
ASAH,,"When adjusting for smoking and hypertension, 2 haplotypes, differing on either the FXIII Val34Leu or the Pro564Leu position, showed an association to aSAH.",,,NCIT/C103900/ASAH1/0.69971,HGNC/735/N-acylsphingosine amidohydrolase 1/0.26069,,,,,,,,,,,,,,,
FAMILY,,"The numbers and positions of the introns of the two genes are conserved, suggesting that gene duplication is involved in the expansion of the ALDH gene family.",0,0,,,,,,,,,,,,,,,,,
TARGET,,Our data support a model in which Notch-1 can activate the transcription of ERalpha-target genes via IKKalpha-dependent cooperative chromatin recruitment of Notch-CSL-MAML1 transcriptional complexes (,0,0,,,,,,,,,,,,,,,,,
PANEL,,EcoRI-digested DNA from a panel of 17 human x mouse somatic cell hybrids was probed with a cDNA fragment of the human ARNT gene.,0,0,,,,,,,,,,,,,,,,,
cellular growth,,"Nuclear factor (NF)-kappaB transcription factors are involved in the control of a large number of normal cellular and organismal processes, such as immune and inflammatory responses, developmental pro",,,GO/0016049/cell growth/0.70732,NCIT/C16402/cell growth/0.70732,,,,,,,,,,,,,,,
PROCESS,,Inflammatory response has been proven to play a crucial role in the pathophysilogical process after traumatic brain injury (TBI).,0,0,,,,,,,,,,,,,,,,,
MOUSE,,We have mapped the Ah receptor nuclear translocator (ARNT) gene to a conserved linkage group located on mouse chromosome 3 and human chromosome 1.,0,0,,,,,,,,,,,,,,,,,
MDM2 protein,,"In the present study, the expression of P53 and MDM2 proteins were examined in specimens from a group of 20 patients (9 with primary hepatocellular carcinoma HCC and 11 with liver cirrhosis LC, linked",,,NCIT/C17515/MDM2 protein/0.85366,,,,,,,,,,,,,,,,
hamster,,"Six of 16 mouse x hamster hybrids were positive for mouse bands, showing complete concordance with mouse chromosome 3.",,,NCIT/C14212/hamster/0.85366,,,,,,,,,,,,,,,,
IL6,,"In the IL6 allelic combination analyses, the GGC allelic combination rs2069827-rs1800795-rs2069840 showed an association with overall SSc (Bonferroni p = 0.016, OR 1.13, 95% CI 1.04-1.23).",,,HGNC/6018/interleukin 6/0.85366,NCIT/C50940/IL6/0.85366,UP/P05231/Interleukin-6/0.85361,UP/P08505/Interleukin-6/0.85361,FA/01830/IL-6 superfamily/0.85361,NCIT/C20451/interleukin-6/0.70732,,,,,,,,,,,
cell migration,,"Our results show that SLK is required for the efficient cell migration of human and mouse mammary epithelial cell lines in the presence of the Neu activator, heregulin, as a chemoattractant.",,,GO/0016477/cell migration/0.85366,NCIT/C26169/cell migration/0.85366,,,,,,,,,,,,,,,
LOOP,,"Furthermore, mutation of the invariable aspartic acid to asparagine in VEGFR-2 lowered the autophosphorylation of activation loop tyrosines 1052 and 1057.",0,0,,,,,,,,,,,,,,,,,
proteolytic,,Gamma-secretase cleavage is the final proteolytic step that releases the amyloid beta-peptide (Abeta) from the amyloid beta-protein precursor (APP).,,,NCIT/C18105/proteolysis/0.70732,,,,,,,,,,,,,,,,
oncogene,,Chromosome localization of the human oncogene INT1 to 12q13 by in situ hybridization.,,,NCIT/C16936/oncogene/0.85366,,,,,,,,,,,,,,,,
PROCESS,,"We show that HDAC4, unlike other deacetylases, shuttles between the nucleus and the cytoplasm in a process involving active nuclear export.",0,0,,,,,,,,,,,,,,,,,
Cervical Cancer,,"This variant seems to be differently segregated in different ethnic/geographical locations; therefore, there might be a possible role of this genetic variant associated with a certain genetic backgrou",,,NCIT/C9039/cervical carcinoma/0.70732,EFO/0001061/cervical carcinoma/0.70582,,,,,,,,,,,,,,,
GTP-binding protein,,"Here we report that nucleotide cycling or cellular knockdown of the small GTP-binding protein, ARF6, markedly impacts cholesterol homeostasis.",,,NCIT/C17458/G protein/0.70732,UP/Q9U5L1/Signal recognition particle receptor subunit alpha homolog/0.56098,,,,,,,,,,,,,,,
TRAUMA,,"The progressively elevated mRNA and protein levels of Myd88 were detected after trauma, with the maximum after 72 h post-injury, and the distribution of Myd88 was found in neurons, astrocytes, and mic",0,0,,,,,,,,,,,,,,,,,
Prostate Cancer,,Recent studies show that microRNA miR-124 exerts a tumor suppressive function in prostate cancer.,,,NCIT/C4863/prostate carcinoma/0.70732,EFO/0000673/prostate adenocarcinoma/0.70582,EFO/0001663/prostate carcinoma/0.70582,,,,,,,,,,,,,,
SCORE,,"The Injury Severity Scores (ISS), and PCT and CRP levels were measured in the first 24 h (day 1), on day 7 and on the final day of their ICU stay.",0,0,,,,,,,,,,,,,,,,,
POSITION,,Protein kinase CK1alpha immunoprecipitated from primary human endothelial cell nuclei also phosphorylated the ACD of hnRNP-C at these positions.,0,0,,,,,,,,,,,,,,,,,
COX,,Cox proportional hazard regression analysis showed that apelin predicted renal disease progression and incident RRT independently of other potential confounders.,,,BE/COX/COX/0.99647,UP/P36551/Oxygen-dependent coproporphyrinogen-III oxidase, mitochondrial/0.85013,UP/P36552/Oxygen-dependent coproporphyrinogen-III oxidase, mitochondrial/0.85013,NCIT/C17015/cyclooxygenase/0.70379,NCIT/C19705/prostaglandin-endoperoxide synthase-1/0.70379,HGNC/2294/cytochrome c oxidase subunit 8A/0.55745,,,,,,,,,
metastasis,,"However, it is not clear how IGF signaling is activated in the bone microenvironment of PC metastasis.",,,NCIT/C19151/metastasis/0.85366,,,,,,,,,,,,,,,,
P16,,Aberrant promoter methylation of p15 (INK⁴b) and p16 (INK⁴a) genes may contribute to the pathogenesis of multiple myeloma: a meta-analysis.,,,NCIT/C49511/CDKN2A/0.70379,HGNC/1787/cyclin dependent kinase inhibitor 2A/0.56098,UP/P0C044/F protein/0.56098,UP/P0C045/F protein/0.56098,UP/Q77JX3/Suppressor of RNA silencing/0.55745,,,,,,,,,,,,
G-alpha,,Pulse-chase experiments in HEK293 cells indicated a rapid turnover of endogenously expressed Galpha(q) and overexpressed Galpha(q) and Galpha(16) subunits.,,,BE/G_alpha/G-alpha/0.99995,FA/01401/G-alpha family/0.85361,,,,,,,,,,,,,,,
HO1,,"Three different pharmacological approaches are currently being investigated in relation to HO-1, namely the use of CO gas, the development of CO-releasing molecules (CO-RMs), and small molecules posse",,,UP/P09601/Heme oxygenase 1/0.85366,UP/P14901/Heme oxygenase 1/0.85366,NCIT/C43318/heme oxygenase-1/0.70727,NCIT/C50881/HMOX1/0.70727,HGNC/5013/heme oxygenase 1/0.56098,,,,,,,,,,,,
PATIENT,,"During critical illness and sepsis there is severe antioxidant depletion, and this scenario raises the critical ill patient's mortality risk.",0,0,,,,,,,,,,,,,,,,,
II,,"Moreover, we show that Rab27a, melanophilin, and myosin Va form a ternary complex in the human melanocyte cell line HMV-II.",0,0,,,,,,,,,,,,,,,,,
heregulin,,"Our results show that SLK is required for the efficient cell migration of human and mouse mammary epithelial cell lines in the presence of the Neu activator, heregulin, as a chemoattractant.",,,NCIT/C18165/neuregulin-1 protein/0.70732,NCIT/C20433/neuregulin/0.70732,,,,,,,,,,,,,,,
PATIENT,,"During critical illness and sepsis there is severe antioxidant depletion, and this scenario raises the critical ill patient's mortality risk.",0,0,,,,,,,,,,,,,,,,,
PROTEIN,,The TRM of the bovine CycT1 (bCycT1) is similarly sensitive to proteolysis yet differs in sequence from the human protein.,0,0,,,,,,,,,,,,,,,,,
tyrosine phosphorylation,,"In addition, our findings show that reactive oxygen species-dependent Syk and Pyk2 stimulation is required for p300 tyrosine phosphorylation and activation.",,,NCIT/C18497/tyrosine phosphorylation/0.85366,,,,,,,,,,,,,,,,
reelin,,"In recent years, several candidate protein ligands for APP, including F-spondin, Reelin, β1 Integrin, Contactins, Lingo-1, and Pancortin, have been reported.",,,HGNC/9957/reelin/0.85013,UP/Q9N117/Reelin/0.85013,UP/O93574/Reelin/0.85013,UP/P78509/Reelin/0.85013,UP/Q60841/Reelin/0.85013,UP/P58751/Reelin/0.85013,FA/03258/reelin family/0.85013,NCIT/C102801/reelin/0.85013,,,,,,,,,
FHL-3,,"In this report, FHL3 (human four-and-a-half LIM-only protein 3) is shown to interact with human phosphatase CDC25B, a cell cycle regulator involved in the control of G2/M. We found that this interacti",,,HGNC/3704/four and a half LIM domains 3/0.85366,UP/Q3ZBI6/Four and a half LIM domains protein 3/0.85361,UP/Q13643/Four and a half LIM domains protein 3/0.85361,UP/Q9R059/Four and a half LIM domains protein 3/0.85361,NCIT/C114614/UNC13D/0.70732,,,,,,,,,,,,
